ASSEST_ATTACHED_AGENT_ID (group),Day of D.DTS,LEAD_CHANNEL,Measure Names,Yard Region ,Measure Values
,"May 1, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 2, 2026",D2C,AOD Login Done,GJS,
,"May 2, 2026",D2C,AOD Credit Assessed,GJS,
,"May 2, 2026",D2C,AOD Credit Approved,GJS,
,"May 2, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 2, 2026",D2C,AOD TNC Accepted,GJS,
,"May 2, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 2, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 2, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 2, 2026",D2C,        AOD: DM,GJS,
,"May 2, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 2, 2026",D2C,AOD Disbursed ,GJS,
,"May 2, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 2, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 2, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,
,"May 2, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0
,"May 2, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0
,"May 2, 2026",D2C,AOD PA% on BD Fill DT,GJS,
,"May 2, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 2, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 2, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,
,"May 2, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 2, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 2, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
,"May 2, 2026",D2C,AOD : Login 2 CA,GJS,
,"May 2, 2026",D2C,AOD : CA 2 CApp ,GJS,
,"May 2, 2026",D2C,AOD : Capp to TNC Accptd Ever,GJS,
,"May 2, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,GJS,
,"May 2, 2026",D2C,        AOD: TNC Accptd Ever to FCU,GJS,
,"May 2, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,GJS,
,"May 2, 2026",D2C,        AOD: TNC Accptd Ever to DM,GJS,
,"May 2, 2026",D2C,AOD:  DM To Internal Disbursed,GJS,
,"May 2, 2026",D2C,Funl : TNC Accptd Ever to DM,GJS,
,"May 2, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,GJS,
,"May 2, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,GJS,
,"May 2, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,GJS,
,"May 2, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 3, 2026",D2C,AOD Login Done,GJS,
,"May 3, 2026",D2C,AOD Credit Assessed,GJS,
,"May 3, 2026",D2C,AOD Credit Approved,GJS,
,"May 3, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 3, 2026",D2C,AOD TNC Accepted,GJS,
,"May 3, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 3, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 3, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 3, 2026",D2C,        AOD: DM,GJS,
,"May 3, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 3, 2026",D2C,AOD Disbursed ,GJS,
,"May 3, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 3, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 3, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,
,"May 3, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0
,"May 3, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0
,"May 3, 2026",D2C,AOD PA% on BD Fill DT,GJS,
,"May 3, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 3, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 3, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,
,"May 3, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 3, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 3, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
,"May 3, 2026",D2C,AOD : Login 2 CA,GJS,
,"May 3, 2026",D2C,AOD : CA 2 CApp ,GJS,
,"May 3, 2026",D2C,AOD : Capp to TNC Accptd Ever,GJS,
,"May 3, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,GJS,
,"May 3, 2026",D2C,        AOD: TNC Accptd Ever to FCU,GJS,
,"May 3, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,GJS,
,"May 3, 2026",D2C,        AOD: TNC Accptd Ever to DM,GJS,
,"May 3, 2026",D2C,AOD:  DM To Internal Disbursed,GJS,
,"May 3, 2026",D2C,Funl : TNC Accptd Ever to DM,GJS,
,"May 3, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,GJS,
,"May 3, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,GJS,
,"May 3, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,GJS,
,"May 3, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 4, 2026",D2C,AOD Login Done,GJS,
,"May 4, 2026",D2C,AOD Credit Assessed,GJS,
,"May 4, 2026",D2C,AOD Credit Approved,GJS,
,"May 4, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 4, 2026",D2C,AOD TNC Accepted,GJS,
,"May 4, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 4, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 4, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 4, 2026",D2C,        AOD: DM,GJS,
,"May 4, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 4, 2026",D2C,AOD Disbursed ,GJS,
,"May 4, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 4, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 4, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,0.0625
,"May 4, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0.0625
,"May 4, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0
,"May 4, 2026",D2C,AOD PA% on BD Fill DT,GJS,0
,"May 4, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 4, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 4, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,1
,"May 4, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 4, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 4, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
,"May 4, 2026",D2C,AOD : Login 2 CA,GJS,
,"May 4, 2026",D2C,AOD : CA 2 CApp ,GJS,
,"May 4, 2026",D2C,AOD : Capp to TNC Accptd Ever,GJS,
,"May 4, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,GJS,
,"May 4, 2026",D2C,        AOD: TNC Accptd Ever to FCU,GJS,
,"May 4, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,GJS,
,"May 4, 2026",D2C,        AOD: TNC Accptd Ever to DM,GJS,
,"May 4, 2026",D2C,AOD:  DM To Internal Disbursed,GJS,
,"May 4, 2026",D2C,Funl : TNC Accptd Ever to DM,GJS,
,"May 4, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,GJS,
,"May 4, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,GJS,
,"May 4, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,GJS,
,"May 4, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 5, 2026",D2C,AOD Login Done,GJS,
,"May 5, 2026",D2C,AOD Credit Assessed,GJS,
,"May 5, 2026",D2C,AOD Credit Approved,GJS,
,"May 5, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 5, 2026",D2C,AOD TNC Accepted,GJS,
,"May 5, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 5, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 5, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 5, 2026",D2C,        AOD: DM,GJS,
,"May 5, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 5, 2026",D2C,AOD Disbursed ,GJS,
,"May 5, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 5, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 5, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,0.1
,"May 5, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0
,"May 5, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0.1
,"May 5, 2026",D2C,AOD PA% on BD Fill DT,GJS,0.666666667
,"May 5, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 5, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 5, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,
,"May 5, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 5, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 5, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
,"May 5, 2026",D2C,AOD : Login 2 CA,GJS,
,"May 5, 2026",D2C,AOD : CA 2 CApp ,GJS,
,"May 5, 2026",D2C,AOD : Capp to TNC Accptd Ever,GJS,
,"May 5, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,GJS,
,"May 5, 2026",D2C,        AOD: TNC Accptd Ever to FCU,GJS,
,"May 5, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,GJS,
,"May 5, 2026",D2C,        AOD: TNC Accptd Ever to DM,GJS,
,"May 5, 2026",D2C,AOD:  DM To Internal Disbursed,GJS,
,"May 5, 2026",D2C,Funl : TNC Accptd Ever to DM,GJS,
,"May 5, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,GJS,
,"May 5, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,GJS,
,"May 5, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,GJS,
,"May 5, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 6, 2026",D2C,AOD Login Done,GJS,
,"May 6, 2026",D2C,AOD Credit Assessed,GJS,
,"May 6, 2026",D2C,AOD Credit Approved,GJS,
,"May 6, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 6, 2026",D2C,AOD TNC Accepted,GJS,
,"May 6, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 6, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 6, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 6, 2026",D2C,        AOD: DM,GJS,
,"May 6, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 6, 2026",D2C,AOD Disbursed ,GJS,
,"May 6, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 6, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 6, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,0.071428571
,"May 6, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0
,"May 6, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0.071428571
,"May 6, 2026",D2C,AOD PA% on BD Fill DT,GJS,0
,"May 6, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 6, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 6, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,
,"May 6, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 6, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 6, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
,"May 6, 2026",D2C,AOD : Login 2 CA,GJS,
,"May 6, 2026",D2C,AOD : CA 2 CApp ,GJS,
,"May 6, 2026",D2C,AOD : Capp to TNC Accptd Ever,GJS,
,"May 6, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,GJS,
,"May 6, 2026",D2C,        AOD: TNC Accptd Ever to FCU,GJS,
,"May 6, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,GJS,
,"May 6, 2026",D2C,        AOD: TNC Accptd Ever to DM,GJS,
,"May 6, 2026",D2C,AOD:  DM To Internal Disbursed,GJS,
,"May 6, 2026",D2C,Funl : TNC Accptd Ever to DM,GJS,
,"May 6, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,GJS,
,"May 6, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,GJS,
,"May 6, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,GJS,
,"May 6, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 7, 2026",D2C,AOD Login Done,GJS,
,"May 7, 2026",D2C,AOD Credit Assessed,GJS,
,"May 7, 2026",D2C,AOD Credit Approved,GJS,
,"May 7, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 7, 2026",D2C,AOD TNC Accepted,GJS,
,"May 7, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 7, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 7, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 7, 2026",D2C,        AOD: DM,GJS,
,"May 7, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 7, 2026",D2C,AOD Disbursed ,GJS,
,"May 7, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 7, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 7, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,
,"May 7, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0
,"May 7, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0
,"May 7, 2026",D2C,AOD PA% on BD Fill DT,GJS,
,"May 7, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 7, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 7, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,
,"May 7, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 7, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 7, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
,"May 7, 2026",D2C,AOD : Login 2 CA,GJS,
,"May 7, 2026",D2C,AOD : CA 2 CApp ,GJS,
,"May 7, 2026",D2C,AOD : Capp to TNC Accptd Ever,GJS,
,"May 7, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,GJS,
,"May 7, 2026",D2C,        AOD: TNC Accptd Ever to FCU,GJS,
,"May 7, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,GJS,
,"May 7, 2026",D2C,        AOD: TNC Accptd Ever to DM,GJS,
,"May 7, 2026",D2C,AOD:  DM To Internal Disbursed,GJS,
,"May 7, 2026",D2C,Funl : TNC Accptd Ever to DM,GJS,
,"May 7, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,GJS,
,"May 7, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,GJS,
,"May 7, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,GJS,
,"May 7, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 8, 2026",D2C,AOD Login Done,GJS,
,"May 8, 2026",D2C,AOD Credit Assessed,GJS,
,"May 8, 2026",D2C,AOD Credit Approved,GJS,
,"May 8, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 8, 2026",D2C,AOD TNC Accepted,GJS,
,"May 8, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 8, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 8, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 8, 2026",D2C,        AOD: DM,GJS,
,"May 8, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 8, 2026",D2C,AOD Disbursed ,GJS,
,"May 8, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 8, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 8, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,0.111111111
,"May 8, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0
,"May 8, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0.111111111
,"May 8, 2026",D2C,AOD PA% on BD Fill DT,GJS,1
,"May 8, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 8, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 8, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,
,"May 8, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 8, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 8, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
,"May 8, 2026",D2C,AOD : Login 2 CA,GJS,
,"May 8, 2026",D2C,AOD : CA 2 CApp ,GJS,
,"May 8, 2026",D2C,AOD : Capp to TNC Accptd Ever,GJS,
,"May 8, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,GJS,
,"May 8, 2026",D2C,        AOD: TNC Accptd Ever to FCU,GJS,
,"May 8, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,GJS,
,"May 8, 2026",D2C,        AOD: TNC Accptd Ever to DM,GJS,
,"May 8, 2026",D2C,AOD:  DM To Internal Disbursed,GJS,
,"May 8, 2026",D2C,Funl : TNC Accptd Ever to DM,GJS,
,"May 8, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,GJS,
,"May 8, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,GJS,
,"May 8, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,GJS,
,"May 8, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 9, 2026",D2C,AOD Login Done,GJS,
,"May 9, 2026",D2C,AOD Credit Assessed,GJS,
,"May 9, 2026",D2C,AOD Credit Approved,GJS,
,"May 9, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 9, 2026",D2C,AOD TNC Accepted,GJS,
,"May 9, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 9, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 9, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 9, 2026",D2C,        AOD: DM,GJS,
,"May 9, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 9, 2026",D2C,AOD Disbursed ,GJS,
,"May 9, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 9, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 9, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,0.055555556
,"May 9, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0.055555556
,"May 9, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0
,"May 9, 2026",D2C,AOD PA% on BD Fill DT,GJS,0
,"May 9, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 9, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 9, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,
,"May 9, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 9, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 9, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
,"May 9, 2026",D2C,AOD : Login 2 CA,GJS,
,"May 9, 2026",D2C,AOD : CA 2 CApp ,GJS,
,"May 9, 2026",D2C,AOD : Capp to TNC Accptd Ever,GJS,
,"May 9, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,GJS,
,"May 9, 2026",D2C,        AOD: TNC Accptd Ever to FCU,GJS,
,"May 9, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,GJS,
,"May 9, 2026",D2C,        AOD: TNC Accptd Ever to DM,GJS,
,"May 9, 2026",D2C,AOD:  DM To Internal Disbursed,GJS,
,"May 9, 2026",D2C,Funl : TNC Accptd Ever to DM,GJS,
,"May 9, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,GJS,
,"May 9, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,GJS,
,"May 9, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,GJS,
,"May 9, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 10, 2026",D2C,AOD Login Done,GJS,
,"May 10, 2026",D2C,AOD Credit Assessed,GJS,
,"May 10, 2026",D2C,AOD Credit Approved,GJS,
,"May 10, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 10, 2026",D2C,AOD TNC Accepted,GJS,
,"May 10, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 10, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 10, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 10, 2026",D2C,        AOD: DM,GJS,
,"May 10, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 10, 2026",D2C,AOD Disbursed ,GJS,
,"May 10, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 10, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 10, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,0.166666667
,"May 10, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0
,"May 10, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0.166666667
,"May 10, 2026",D2C,AOD PA% on BD Fill DT,GJS,0
,"May 10, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 10, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 10, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,
,"May 10, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 10, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 10, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
,"May 10, 2026",D2C,AOD : Login 2 CA,GJS,
,"May 10, 2026",D2C,AOD : CA 2 CApp ,GJS,
,"May 10, 2026",D2C,AOD : Capp to TNC Accptd Ever,GJS,
,"May 10, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,GJS,
,"May 10, 2026",D2C,        AOD: TNC Accptd Ever to FCU,GJS,
,"May 10, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,GJS,
,"May 10, 2026",D2C,        AOD: TNC Accptd Ever to DM,GJS,
,"May 10, 2026",D2C,AOD:  DM To Internal Disbursed,GJS,
,"May 10, 2026",D2C,Funl : TNC Accptd Ever to DM,GJS,
,"May 10, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,GJS,
,"May 10, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,GJS,
,"May 10, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,GJS,
,"May 10, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 11, 2026",D2C,AOD Login Done,GJS,
,"May 11, 2026",D2C,AOD Credit Assessed,GJS,
,"May 11, 2026",D2C,AOD Credit Approved,GJS,
,"May 11, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 11, 2026",D2C,AOD TNC Accepted,GJS,
,"May 11, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 11, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 11, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 11, 2026",D2C,        AOD: DM,GJS,
,"May 11, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 11, 2026",D2C,AOD Disbursed ,GJS,
,"May 11, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 11, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 11, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,
,"May 11, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0
,"May 11, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0
,"May 11, 2026",D2C,AOD PA% on BD Fill DT,GJS,0
,"May 11, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 11, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 11, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,
,"May 11, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 11, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 11, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
,"May 11, 2026",D2C,AOD : Login 2 CA,GJS,
,"May 11, 2026",D2C,AOD : CA 2 CApp ,GJS,
,"May 11, 2026",D2C,AOD : Capp to TNC Accptd Ever,GJS,
,"May 11, 2026",D2C,        AOD: TNC Accptd Ever to Doc Upload,GJS,
,"May 11, 2026",D2C,        AOD: TNC Accptd Ever to FCU,GJS,
,"May 11, 2026",D2C,        AOD: TNC Accptd Ever to RCU ,GJS,
,"May 11, 2026",D2C,        AOD: TNC Accptd Ever to DM,GJS,
,"May 11, 2026",D2C,AOD:  DM To Internal Disbursed,GJS,
,"May 11, 2026",D2C,Funl : TNC Accptd Ever to DM,GJS,
,"May 11, 2026",D2C,AOD: TNC Accptd Ever to Int Disbursal,GJS,
,"May 11, 2026",D2C,AOD: Capp Credit Approved to Int Disbursal,GJS,
,"May 11, 2026",D2C,AOD: Capp TNC Accepted to Int Disbursal,GJS,
,"May 11, 2026",D2C,      AOD: Avg ALP on TNC,GJS,
,"May 12, 2026",D2C,AOD Login Done,GJS,
,"May 12, 2026",D2C,AOD Credit Assessed,GJS,
,"May 12, 2026",D2C,AOD Credit Approved,GJS,
,"May 12, 2026",D2C,        AOD TNC Accptd Net,GJS,
,"May 12, 2026",D2C,AOD TNC Accepted,GJS,
,"May 12, 2026",D2C,         AOD: DOC Upload,GJS,
,"May 12, 2026",D2C,        AOD: FCU_CHECKS,GJS,
,"May 12, 2026",D2C,        AOD: RCU_CHECKS,GJS,
,"May 12, 2026",D2C,        AOD: DM,GJS,
,"May 12, 2026",D2C,        AOD: PMAX_DM,GJS,
,"May 12, 2026",D2C,AOD Disbursed ,GJS,
,"May 12, 2026",D2C,AOD Internal Disbursed,GJS,0
,"May 12, 2026",D2C,AOD  PMAX Disbursal,GJS,0
,"May 12, 2026",D2C,AOD Lead Created 2 Basic Details Submitted,GJS,0.125
,"May 12, 2026",D2C,        AOD Lead Created 2 Assisted Basic Details Submitted ,GJS,0.125
,"May 12, 2026",D2C,        AOD Lead Created 2 Unassisted Basic Details Submitted ,GJS,0
,"May 12, 2026",D2C,AOD PA% on BD Fill DT,GJS,0
,"May 12, 2026",D2C,AOD BL% of Asset Attached and FF (on Asset Attached DT),GJS,
,"May 12, 2026",D2C,AOD Banking Req (on BD Fill DT) 2 Login,GJS,
,"May 12, 2026",D2C,AOD : Assisted Form 1 Filled,GJS,
,"May 12, 2026",D2C,AOD : Unassisted Form 1 Filled ,GJS,
,"May 12, 2026",D2C,AOD Basic Details Filled 2 Banking,GJS,
,"May 12, 2026",D2C,AOD Basic Details Filled 2 Login,GJS,
